"index","value","variable","has_issue","issue_type"
NA,"iLzjnfKxumsqlBUjHIcNMfcxwl iByrdGdZlOzXqnqorpKmlAohWXDLnEcpQqPfwlIvMyTZXo /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"IlzTEvrrRzeYYqzHvBqQXeCVSMirkqwpuPdsdAmjhFUcVgopKqj /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"ipaFAbRH /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"IPFqSdMPqmQzyBSDaWDlGryd  yA /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"iPWxdsiJMdAoYaVtMTtHjZiMInZFdYzgMQNbgOEZwTkehzbcBHbOjXCcmLdB cPxdQAdVroeQsCOXFuO /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"irKIESMmhPlGwfNQMpSZ /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"IRUxDutCpgdWwcaGBOVvaALsOGjfjCgUJaPEIKclrqbRJxqaG AkdRGOHrrgJpcDBxNwz /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"isLvTSGfnbaKIGgaxAFXeGhQbaTWERNx MTQiNteGpVBKcumllVYqaFQUSRuHN cDRIBjvq eGAfehtCydjdCSlvRaytQgBJ /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"isXgJpFiYXuGHPYvnriEpRSvXKHBcLPfLKthgWpVzOHAgXYLEDmjfOuVDFQyQIxgqnDKAV /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"iuOAIypUNicIifTHxrPrFNgArIsQWxmKWGcfMnvzEtSZs /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"IurGwBvSh AQwGEY hphducaY MAwUgIDbBrmYfdzoeN /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"ixqWyUzYxnZUkw /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"iXwtYIfpRZLkueSNGBEFlHbBMgxPDAQyJAcppwRxNfxBlfJJTAZoSugKOPUcxCzwPeY /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"iYpDEHFthAflWUgpfYeVSgsTdJpWyaipeEWXqj YXqqfjUESnOOvdxiI  /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"IZ pQlzZuekYwVg ZBeX iYYacRHPuXqXKukVNaZGoQe FXgrEoNBnqAjcRBpZsBPXqaMDylaAfqAmnOPFUrzQHgeDEnep /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"IzVXjs /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"IzwiCHrQHuujIUVknMWsJwDKajvSqNvbRWwLnRlRmYHoOQjRGjZrQObHTwfSpoeOrlWRr hgtmZXl /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"JAJsBelrzdRIarFpDu jlLrqZ /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"jAlvugjbJYiLBIbOdGjOXmvJcQSJKm yBhVhnHhBlpskMKOVKHWowgMlGMKBirzQAMZSRdWukSuFEHCIbrNBpRx hQTYVU /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"jAMYJAisflEwvyrPCWcGRSGrXtCitrXYZBorBRpk ga /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"JckxKYnfvzCVfMtcAUmnnsLEhGquJMHWwpayS /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"jdVaMbwgSrywPYnnpMnPgnwLQcRUPbbOyTYbNjXlTmZFForgNVYhJsgXutahyOx x /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"jfnokWRSipXxqOKcIhqxmDoylPrcDYZIBvDUJnwuBZBOnXzX xVumODSEzYxzKnDpFTksmOLKmzRZ /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"JfykceMFYrplLZHOLOyHLbPXbfAwMkkQUOefDXRWQvzeWzoMCSnObf vl xtIUBPGPtQGIZVwQZxDSdOZJyrgPUN /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"JidqUt sfyKWwgIfWHHtfZtHPKloXIjXOtwCrXUgEsetPZ h tKDHFBHSZKCz BCFzXtEU /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"jIRiPbqfroxdltOWIwYgdFlaOGHvTMK BZUoZxooHUENiYnbcTaaTepzLyYHADiok /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"JJGGbvJBXOVVqRAQdmSJRXdvZwHuqnRNjmJoOhhy /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"JkAAflzypwBDiebpIAJFUhasSYiREY KNToDiYTzJAMevYlAPvELxsiCga /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"jOfGovtucLUqEbxZCflfZn /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"jpZeXiEeXWnQHqQeidqzySBgBubFHZbkpAGcDy RlcRxdnugGOXiFELcsywuajlVIRt /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"JRTmFsVMMvj bmhILCzzQkKfwozYwmMPyGPkDSeaNwCWFSrnulelHi /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"juxWJDIfziMAltSiGEdagJYlyzovcSvQKHLpgVpvrMUGnD /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"JXDtgZsHkXRxCvkymdpIuHnZbirnirGxCBNiI IDFWnqgoleGbP /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"jxWoHdkQXBbofBHSCxyxyOksAZeLiXEPgVpQnCamPgjOYZhmDKskkpjwucziRQpqYJyi /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"K shCKRAFfKH /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"k uvTywXeigOVJqonkY uCgeUkeUzYBlnJoA /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"kAEjJaLLuwhyNbGrPcLnsYvlCMjhAWwr JqulhgUDhcNtBQKwZuXDzDdddvIqZpqUZkscscEFIRbIbrnjbzwJUkdtWX /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"KBGYTFAUe MwOaDqzljPBYhIFw pGTlEimmvQUjDaxGXipCf /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"KbHFGVfHdzJGgIRUlaxKPEdxWwAvuVxNAlxwrcYUXzLkBMvi sYQJfjRKvgTbpGByFAxNrEPxZacrGwysBXQvJpEmUXUqOxbrVk /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"KcDoED YWiwADoqMzXqqoqDCRzpAYXpRGdlUduVMEZWPNkI MzmXKILxuuuVNAEdbAmQzRddAgvpFwGQHVv /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"kEDUcigufxp XkbejtQHRBWQBfZDKrrFPLsYKthDBKuMfNlNqmXgDehWZVSewaitfMhdCBM KtkcxiMJtMRmuyJA /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"KEGzSdOasWGFLMyNcEEpzV YpOxfUEhCARtUCaaMmeRsEFrUajORObDUAPJQW /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"KeloNSichSiAUtFZKHjXDUbATDugNzOUIynetBMiMQCFpdAizMdTTSTfDvjoAMAEXQuRWuhbUPlMVIV /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"KerYF /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"KFpDJHUWpwmwBdaTIP STQPyuSVpfrpoSQMF  zuA /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"kGvbFthrNuxBSy /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"kjRumZCYM HfKjrbBSBLGJlXjkrPTN /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"KKZodKShXnVVPsawGzaSCmsHUFvfgb EOGzmRtWSDKOxpRakBGUj N UYkCFAfAZzEnktRybNJbvYGIwtaYqmPddqLKY /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"KOxBmJBSnEdlyjVHJsuKABvQMoifCMjodnJAvNrziKgXsVJZQvwsmTeSmBwCaaOrkoaLhg EPDtTJUEgdAnuJdvQ /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"kRe sxiRGrjimHTiFmZGvXJhcWeXiLksNPdvzUXvrgPLupEkqx xSWRejWQgSJYPPgVCnzcch /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"KTQRffjTtHFRyhtAarYojBBsQzHPEiEtbdSb /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"KUnTxodLRSQLPYKZZagOfTf AMSzConRai /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"KUvJspNatvmbqVbHDkWfhbsAlhb cZTHgOrZyuncltvFiIithtswg /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"kZBJSwEPce npvjlbzwrkaZ /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"kzRvjwkRtHLOQJUqAOewmMHKRWKxfhanedrEEACKit EgRW PchQFDMNqsCOyTxJnAPLKFOzRtRkYxMvF /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"lAmdFuUrkwIDjTxHiqJvJEbQuvwyXepL HmeEcYWAcPSHYVNiATiWMQhNENftRvXCI /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"lC KkzRzTkHPdEYLehzNXdwGTpdsCAWGtIwAphXOXSjjiVaLwJfquqZtWYIp vuBjNpJtDzFKig /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"lEFsWVEZ TllcEMcHlQdoBcOZkZWX STcCDmlSJhNLwZPXxwUUjZqzaEfIEuMfYurpP DNsvNCjbsgBcvluCw /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"lfVAkCbxwX /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"LHWK CrLpzNRDxJzXYsecHa gljkMIUOMDGjfWmPENieKT /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"LhzxuMadjOLTtbDAi NFsRxwT XUeTqfLOucsbZ kTrldH /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"lJ /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"lKooxZuWQcF FZMG /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"LlJcdTzouTEsse /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"lOTZHmylUdqGoXnXcSnugzLgTHJdXgBi /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"lpBETyThqOTDLdugoosOhwfZajLgfzjoXtVLcGJByMMlPprXFQrkjFRtQbbZrUtxSLgt /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"LRlNfBJiDCHPOZCgMgQWwKcvmttB UUyBph wicLVFQYWFkjHkqqUaCAmyTuvwYbMRgdNfr /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"lvaL /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"lVLGNgKxtQKTUGfeXtbzvGkvtMQDFDGGxveawqYzVxTVIPObIBvcUGRqmhSGSOAeNxDgUdIbfmHeTkCMpKKKGxzkwwGDyo /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"LWWoxKyJYxVxtQvXn WZAhIPrhxzzXADSvZGAfw /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"lwxmnyvAKdglcqAnTDuNBGUFYSGcxNNuPvKZPSqLhoonGInxjBgwJuCxORKYvcBnIHSdkDeIiTmOUGPvXnSZOpAINNYoBZpSTJ /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"LZizwToVjWBXqEpgxnwVM OJE cOnGvGmTuibQYshZrLIyuCliPGlPrjYzMLMvevH /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"MDHUlEUwMKF /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"MdNcPwGsUr /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"MeDR UmCUBQkSuWiwQkFOfCbjCDPdGGXpaxcdUICjqzkj /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"mFpR cOcwUwHTdOeknhCaLxrB zDTqZLukStQViAvo /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"mGKgAtpXivkQSNl XXeWfXqFQqkI /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"mGmaWYbzqxXWHYGnXZwyivwCrxqvqPxraeZueEhZhFU LnHwWWtMVfseZmUHtBKry ruffWjl vpvGEhcIOelO /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"mhjHAgBuroRNOaYAbDaAExbiyQvBUmoekuFwFQM /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"mHRVnGyAXZXZPJNimLkEWLhljHHfEqQuVZJdecdiebIvNZgXaQQuUYqEnnYvVbHJklEfuxa /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"MjWXpsXGnWKAj yOpAQJehWMwkyjogvtgvEEYkgwtTtbNopIthYlSIeABIwnWOuQy fZiRulguxKy /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"MK /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"MKGhNRknyGvwRlvZAVtOKMdgtmNH mTavOwLNVUGfDlJspHzoJQdXLDPVEhVZQhlthlPKpYdiAZywKisPEsCPvo sGG /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"mLGupI EoyGLWPaPNTiWPUtXokZWsVmliFmcqgLwLOyvYuYLvwUYwdAbTydvFeDM /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"MOmXrtVpHBeFe /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"mPjPkM /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"MRLMEQZbtXd PbNzTajDkuxgUjDRZwnzmsJcmvYIIYaWIbqkDLrm /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"MRvpVPnAySoqURxZctddpChlLCHXchrmTpZSvvHldWKMtbsIcTLBKGXXcAmQNCyAMhrehZISvwU IVbuXKRYCdieEphERWF /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"Ms /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"MSyPFnqpawNphAUkpXYPLXJggDYcaSwWYqVDFvfxWarjiVpX /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"MVgEOKlsrZkBWlH YXJBZdqvsZnpIgyeSmCIGFrqozy /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"mXEzWnAunvomphOhXoYzoIaHBMIVdZIkMeKZLhQfMXIESkGqOiNHQvtFdyGQMZyI /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"mXHjHSuXDPoewKeoIAfWTUPVPDbwXPehfoPkNloGgTyRqDW Py KrvQcYbuEnMBmpaYeZDYxvYgVPBwueayEOBhzUUfUaiVdG /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"NezAYRlekZNepFQAsXhFFluMZRhJcTFyqKHRUbHOtJyMNEawSEP /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"NfJDHVYMrGsfABLrc /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"NfWzUfGjBGTmhEkDGGbstPLUrMOmMNEXhctaeAd sRZHtwMgXUOQFoDBupAxMEazqJ /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"NGgRJopMmyaiFgYe Aq pQzybQjiWQhKDdzSOOJKvLPHaxYKDRIXdgthVAiCFHxLEntZcTFrokZvhPDAJ /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"NggycEVvIVEIAZQCABUnnW KnwAhimivWuybGidwZwYBgI RmtmSN FFljWgkwJWYmSGojgVjYsIzNkowFH /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"ngyjyQOfoM /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"NHOBF PEOZwOdtKxKhyzCaexDJOscksjaKDhFkaQ /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"NHx /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"nIAyLBATofbQtcbwrfouIeVnEzLEFbVhhBwPbWxPMzeMqAhpIsqbHQnaPKOjFRnoXiGx sDZeyJzxGwMbCRlYjqVNUsvs /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"nIPjASArITNsoSUFbFfndiQcngyHQAxpTtNialgeDQK /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"nIuFCYXISkN /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"nLpVJCwOeNgguIVzGUFVkEabuoJUjUoNYqESCpJnkJDOhkT /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"NLpWWMwNebrjqcbKFQkdlCHqsvDDhmAuoiVqpovSRnOlPTnkdKpt QQpjHMChBbpueGXzacRZaoBTQDJNaueEAxzwCBnYwroVA /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"NNKRcUtjqnrzB aNtksQwiXZsELiOyvrNOOSrNepdCmzoDeKWfCNeceEgbimwnFwqTDkFAZBKHqjtXHsHYkYqQcCKf /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"nQMQMxXFaCIJiQWUMLJcJwUUsueblydNhUpqHkcMIkFWiwwnKOoUcxElZsmrnmFfrMfQfNBiMsuYCeJsCiOcTYcGUwd /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"nU EuuyNjIkoUctVapWsJsErSCMcKPjNVqMzebGRUfzHFkvrYeqSygwcyKLpueeznBvjM PgdXe vgvTfd /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"nugoklpfodoOsQHYUsNriElnmXGdbwnjANoWDKRKLspXzRBzySDTd /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"nuGwIYpBMPjPRdQLbl /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"NvXtoqisQgK ncMaQnUmjwJXUfvpxmYFk buVWbVzAmxwkD /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"nwWSkZjgoLolvmExvlfBKfVLZkli /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"NXKREaGpKRKRwMZbNzderQprvOcANBJuiDwqHroxWrjPsHzMkqYDyXMvXBCve r /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"OBPxKxxc CTabFTuA mSfcJHZaouKpFnyMgEPqdIvAgQtcJBnSziBUFgRrZh /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"oBxrhTktBWs /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"Od fsDiEQVV MagNLum yjuMoRgkkFLtlJDXdbydWroexgRWedlNMTbowlYlstuhcZvucjeevkEfGRsIt /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"oFTFEYoIutjKGjKRmcWZBkg fUZYTDcvRwNZHIUuDNQYSSbGvRAaxChnZXUWFL /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"OhASl /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"OhzQNzJWmfojYHJPoJUof /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"oiE wLafHfIdcGYTAL WOXuEsVfNSdXbqZlEiVTErUAkq /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"OkCxasqJspFWokpgeoIUSahaDkW u uKxUCVOih /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"okVGRqmVLOLajCIiHRSGjuu /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"OObMgNANQguzmrSKlwLFArqBHGOXCysylK e CBLwrDXwXTBkpWdcykCjdWjg YTTolKuKpgY BUGdjfvSMfHoUhdjfxngM /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"OPLgROwWcvBOKAxwTE /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"oPrHrkmhBCaNKFmsareODkbGJPXRVc UDdTzDXv O VlJmTkqJvsbrHjBPIVhiv /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"osAfuXDZXvmMcHWIGgOBMmX uYiT BdsuOXspDsYHXuoeCEpTVzIEFuYjfxfDQUKxVwUMbCpYVEPGEpVFDkhyYJSKBFEwlVBriN /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"OSRgnekiowLlPiDkxZ /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"OTnNezDqjgmpPvhMHs NrYYRVHLS df /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"oUIzHNMVbQpjKWGrzqwMBunznKQEJxPAPEiACOEQnIOLlZnFfWGotqCip /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"ovhCwNanTspid /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"OzjRAnDFMDJTLERgwSGGXJM dXgvdlquDOQODnkF HnyYgqttVuxxNSDK c /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"oZwoLVKOnnGOSFueTrzUcBzToKtyt zYGriJdymhzdGcvVhNsShvLCGAqSKavxIvDHXfCEuKGZRmSEhNfLnzxYNYKXnokUIwf /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"PAdUThepuyhITFJmFpgWtjoBPFKNWryc xVaEgmjbxizUeunVgOHsxUlduRXqsqRNISS /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"pAKFuwrznvXDAMJUdoj /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"PcZGirnsfHYmanJDcQyPiEEBVWYSKaeYAcwRlFATpRsyutzDJaGiZwTtQLVcpCCpEPkYxvFyWjtcXTyrBmBcjohUVPwuZD /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"PDEwrIsIlRWsKmBehnPVPDRAIMRfBrHIVktwgVmEVVNRxAAWBtcDEnbfdirYkIThHNIzMFMTZ /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"PDX xOSLzjjWwCqepUmMajhk /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"peuG R /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"pgQDZwyTGbTVnKsRYOXVBkxCHWqLgJcKSBJXxLrxXVLCAvexiB /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"pIRgNOhc /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"piTotxqkkuHWjdSEkEgfO YCEYjCVJLGVlmipfzGar MzFhxaTmTUP /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"pjFGYgRNVrsYNxsFSYBsTHBoOLPjvgYYprUoSfdLAxiVJxStyXdkQgTKIWjJoolqCInv UZUyfyH APMJElUucTbclIooLhy /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"PKdxXTKypZOjYhwmXOdTtmnckAhSYXPRPADafwRCSd uMDBBjTBNeMjk XjNUHQnlJHPBCXCotGgjrYshBB uQQoPtLSqniJuX /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"pPqPyODKrjrdWWZXYKoKCwxdtdAiZJXJPkAEtWFVKbEfvdUUJlwczJFjEGDrNGk /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"ptKmxUkKgPSmBBgloIFYDBZEPLYUCrBNjxjpWAO SwgzsDJGuEHGqOYrOAMAjIVGvPOp BiBgJOUkrGeaZv /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"pTzwhvD /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"Pv  LjAtPFwimEvJUZCxbjpEYhCudihFzwnusnOtY /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"QaeDMW  mnRzllIp aCbgCLSaKPqKFL W OIISnK /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"QbxaQufAHlKlImkMdb mfWvWNakzxFXaSDWCnBsq KeukdcTWTQnAZJ RspUIjUleHpDknTVcZhCaHWXuyLhgvKQNEkkioGKsrz /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"QcqRIqVbEjPyrwpPCNJhwUxyoPCBwHkIPTjPwEODCkMLOawIDCSEibEwXtjl VQjmsb /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"QDTAAxXPofCmBGUYgbHTiKzyAoxSQLQFYwREPfsSbcbVXVJOdaBGbtHIeFdJgaRybROEHgAqwrnpyhF  /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
NA,"qGvTURatUsjBNxdHatsQO UPyzzMWTqgTM /// instances: 1","b2_demographics_other",TRUE,"'other' response. may need recoding."
